school_id,month,leads,impressions,clicks,spend,applications,enrollments,campaign_id
SCH023,2026-06-01 00:00:00,6,222,24,757.95,1,0,CMP0031
SCH023,2026-07-01 00:00:00,2,120,4,103.92,0,0,CMP0032
SCH024,2021-01-01 00:00:00,3,144,15,572.47,0,0,CMP0033
SCH024,2021-02-01 00:00:00,3,201,12,344.1,0,0,CMP0034
SCH024,2021-03-01 00:00:00,8,216,48,2025.56,1,0,CMP0035
SCH024,2021-04-01 00:00:00,2,126,4,120.36,0,0,CMP0036
SCH024,2021-05-01 00:00:00,5,175,30,900.36,1,0,CMP0037
SCH024,2021-06-01 00:00:00,3,114,9,211.12,0,0,CMP0038
SCH024,2021-07-01 00:00:00,4,192,24,234.11,1,0,CMP0039
SCH024,2021-08-01 00:00:00,6,222,12,428.62,1,0,CMP0040
SCH024,2021-10-01 00:00:00,4,184,8,108.09,1,0,CMP0041
SCH024,2021-11-01 00:00:00,7,231,42,1143.17,1,0,CMP0042
SCH024,2021-12-01 00:00:00,4,196,8,250.38,1,0,CMP0043
SCH024,2022-01-01 00:00:00,5,150,35,391.99,1,0,CMP0044
SCH024,2022-02-01 00:00:00,5,210,25,1032.42,1,0,CMP0045
SCH024,2022-03-01 00:00:00,1,50,5,115.84,0,0,CMP0046
SCH024,2022-04-01 00:00:00,4,208,16,700.16,1,0,CMP0047
SCH024,2022-05-01 00:00:00,3,180,6,181.17,0,0,CMP0048
SCH024,2022-06-01 00:00:00,5,380,25,1008.97,1,0,CMP0049
SCH024,2022-07-01 00:00:00,4,100,8,298.46,0,0,CMP0050
SCH024,2022-08-01 00:00:00,1,46,4,179.5,0,0,CMP0051
SCH024,2022-09-01 00:00:00,4,236,16,604.67,1,0,CMP0052
SCH024,2022-10-01 00:00:00,4,240,24,923.44,1,0,CMP0053
SCH024,2022-11-01 00:00:00,1,71,4,139.94,0,0,CMP0054
SCH024,2022-12-01 00:00:00,3,81,6,247.45,0,0,CMP0055
SCH024,2023-01-01 00:00:00,4,292,16,526.01,1,0,CMP0056
SCH024,2023-02-01 00:00:00,3,108,21,279.9,0,0,CMP0057
SCH024,2023-03-01 00:00:00,5,260,20,779.12,2,0,CMP0058
SCH024,2023-04-01 00:00:00,3,165,21,802.58,0,0,CMP0059
SCH024,2023-05-01 00:00:00,4,260,12,323.85,0,0,CMP0060
SCH024,2023-06-01 00:00:00,3,144,21,191.84,0,0,CMP0061
SCH024,2023-07-01 00:00:00,4,80,16,261.68,1,0,CMP0062
SCH024,2023-08-01 00:00:00,2,104,4,78.19,0,0,CMP0063
SCH024,2023-09-01 00:00:00,2,146,14,365.01,0,0,CMP0064
SCH024,2023-10-01 00:00:00,2,76,6,90.43,0,0,CMP0065
SCH024,2023-11-01 00:00:00,4,84,24,819.61,1,0,CMP0066
SCH024,2023-12-01 00:00:00,4,200,16,698.68,1,0,CMP0067
SCH024,2024-01-01 00:00:00,4,140,24,448.93,0,0,CMP0068
SCH024,2024-02-01 00:00:00,5,120,15,274.14,1,0,CMP0069
SCH024,2024-03-01 00:00:00,5,310,30,805.59,1,0,CMP0070
SCH024,2024-04-01 00:00:00,2,130,14,115.01,0,0,CMP0071
SCH024,2024-05-01 00:00:00,7,231,35,309.03,2,0,CMP0072
SCH024,2024-06-01 00:00:00,4,92,24,562.13,1,0,CMP0073
SCH024,2024-07-01 00:00:00,5,125,25,529.04,1,0,CMP0074
SCH024,2024-08-01 00:00:00,10,420,30,1165.09,4,2,CMP0075
SCH024,2024-09-01 00:00:00,4,88,8,215.2,1,0,CMP0076
SCH024,2024-10-01 00:00:00,3,189,12,296.27,0,0,CMP0077
SCH024,2024-11-01 00:00:00,2,116,12,168.14,0,0,CMP0078
SCH024,2024-12-01 00:00:00,4,132,8,307.03,0,0,CMP0079
SCH024,2025-01-01 00:00:00,9,243,18,416.98,3,1,CMP0080
SCH024,2025-02-01 00:00:00,4,124,28,1134.52,1,0,CMP0081
SCH024,2025-03-01 00:00:00,9,261,54,1303.23,1,0,CMP0082
SCH024,2025-04-01 00:00:00,6,366,30,543.29,1,0,CMP0083
SCH024,2025-05-01 00:00:00,1,24,2,22.73,0,0,CMP0084
SCH024,2025-06-01 00:00:00,2,76,10,228.81,0,0,CMP0085
SCH024,2025-07-01 00:00:00,3,117,15,578.56,0,0,CMP0086
SCH024,2025-08-01 00:00:00,8,264,32,1248.89,2,0,CMP0087
SCH024,2025-09-01 00:00:00,6,384,18,228.62,1,0,CMP0088
SCH024,2025-10-01 00:00:00,5,240,35,294.37,1,0,CMP0089
SCH024,2025-11-01 00:00:00,3,72,9,203.41,1,0,CMP0090
SCH024,2025-12-01 00:00:00,4,92,16,411.73,1,0,CMP0091
SCH024,2026-01-01 00:00:00,4,316,24,577.48,1,0,CMP0092
SCH024,2026-02-01 00:00:00,2,112,14,501.97,0,0,CMP0093
SCH024,2026-03-01 00:00:00,2,128,14,125.63,0,0,CMP0094
SCH024,2026-04-01 00:00:00,6,312,30,516.43,2,0,CMP0095
SCH024,2026-05-01 00:00:00,4,132,24,529.57,1,0,CMP0096
SCH024,2026-06-01 00:00:00,4,280,8,355.59,1,0,CMP0097
SCH024,2026-07-01 00:00:00,2,120,8,279.03,0,0,CMP0098
SCH025,2021-02-01 00:00:00,6,246,18,609.86,1,0,CMP0099
SCH025,2021-03-01 00:00:00,5,115,10,283.06,1,0,CMP0100
SCH025,2021-04-01 00:00:00,5,300,35,1145.91,2,0,CMP0101
SCH025,2021-05-01 00:00:00,5,150,10,376.79,0,0,CMP0102
SCH025,2021-06-01 00:00:00,2,54,6,210.81,0,0,CMP0103
SCH025,2021-07-01 00:00:00,3,228,9,309.05,0,0,CMP0104
SCH025,2021-08-01 00:00:00,6,294,18,586.34,1,0,CMP0105
SCH025,2021-09-01 00:00:00,4,144,28,965.47,1,0,CMP0106
SCH025,2021-10-01 00:00:00,6,144,42,1106.28,1,0,CMP0107
SCH025,2021-11-01 00:00:00,7,476,21,678.78,2,0,CMP0108
SCH025,2021-12-01 00:00:00,5,155,35,553.3,2,0,CMP0109
SCH025,2022-01-01 00:00:00,4,304,24,357.26,1,0,CMP0110
SCH025,2022-02-01 00:00:00,2,62,12,352.09,0,0,CMP0111
SCH025,2022-03-01 00:00:00,2,40,4,93.57,0,0,CMP0112
SCH025,2022-04-01 00:00:00,3,90,18,576.26,1,0,CMP0113
SCH025,2022-05-01 00:00:00,7,259,21,910.24,1,0,CMP0114
SCH025,2022-06-01 00:00:00,6,420,24,1042.39,1,0,CMP0115
SCH025,2022-07-01 00:00:00,5,240,25,308.77,1,0,CMP0116
SCH025,2022-08-01 00:00:00,7,238,49,2130.92,3,0,CMP0117
SCH025,2022-09-01 00:00:00,4,144,28,262.07,1,0,CMP0118
SCH025,2022-10-01 00:00:00,8,536,32,908.61,1,0,CMP0119
SCH025,2022-11-01 00:00:00,8,256,32,1017.92,3,0,CMP0120
SCH025,2022-12-01 00:00:00,5,360,10,226.11,1,0,CMP0121
SCH025,2023-01-01 00:00:00,7,217,21,252,2,1,CMP0122
SCH025,2023-02-01 00:00:00,7,378,21,564.52,1,0,CMP0123
SCH025,2023-03-01 00:00:00,5,345,15,213.79,1,0,CMP0124
SCH025,2023-04-01 00:00:00,1,65,6,100.85,0,0,CMP0125
SCH025,2023-05-01 00:00:00,3,204,15,165,1,0,CMP0126
SCH025,2023-06-01 00:00:00,1,73,7,74.03,0,0,CMP0127
SCH025,2023-07-01 00:00:00,7,322,42,1719.28,1,0,CMP0128
SCH025,2023-08-01 00:00:00,1,32,6,77.65,0,0,CMP0129
SCH025,2023-09-01 00:00:00,5,395,35,353.36,1,0,CMP0130
SCH025,2023-10-01 00:00:00,7,259,28,1130.26,1,0,CMP0131
SCH025,2023-11-01 00:00:00,3,210,12,218.77,0,0,CMP0132
SCH025,2023-12-01 00:00:00,5,165,30,909.56,1,0,CMP0133
SCH025,2024-01-01 00:00:00,6,168,24,200.39,2,0,CMP0134
SCH025,2024-02-01 00:00:00,5,245,15,170.6,1,0,CMP0135
SCH025,2024-03-01 00:00:00,6,186,36,1482.58,2,0,CMP0136
SCH025,2024-04-01 00:00:00,6,414,18,786.03,2,0,CMP0137
SCH025,2024-05-01 00:00:00,6,330,42,1864.61,0,0,CMP0138
SCH025,2024-06-01 00:00:00,2,74,6,157.28,0,0,CMP0139
SCH025,2024-07-01 00:00:00,5,225,25,519.67,1,0,CMP0140
SCH025,2024-08-01 00:00:00,8,592,32,1146.71,2,0,CMP0141
SCH025,2024-09-01 00:00:00,6,324,24,466.33,2,0,CMP0142
SCH025,2024-10-01 00:00:00,5,120,10,204.56,0,0,CMP0143
SCH025,2024-11-01 00:00:00,8,400,40,1564.54,2,0,CMP0144
SCH025,2024-12-01 00:00:00,2,42,4,150.45,0,0,CMP0145
SCH025,2025-01-01 00:00:00,7,518,28,362.46,3,1,CMP0146
SCH025,2025-02-01 00:00:00,6,420,42,1081.7,1,0,CMP0147
SCH025,2025-03-01 00:00:00,2,130,4,83.84,0,0,CMP0148
SCH025,2025-04-01 00:00:00,6,426,18,622.42,2,0,CMP0149
SCH025,2025-05-01 00:00:00,2,114,8,209.44,0,0,CMP0150
SCH025,2025-06-01 00:00:00,4,236,24,745.15,1,0,CMP0151
SCH025,2025-07-01 00:00:00,4,116,8,136.29,1,0,CMP0152
SCH025,2025-08-01 00:00:00,5,265,35,738.08,1,0,CMP0153
SCH025,2025-09-01 00:00:00,5,330,10,446.36,1,0,CMP0154
SCH025,2025-10-01 00:00:00,4,232,28,605.22,1,0,CMP0155
SCH025,2025-11-01 00:00:00,6,324,18,449.54,1,0,CMP0156
SCH025,2025-12-01 00:00:00,4,212,16,630.79,0,0,CMP0157
SCH025,2026-01-01 00:00:00,6,348,12,486.62,1,0,CMP0158
SCH025,2026-02-01 00:00:00,3,96,6,87.31,1,0,CMP0159
SCH025,2026-03-01 00:00:00,7,343,28,1078.06,2,0,CMP0160
SCH025,2026-04-01 00:00:00,6,444,18,403.2,1,0,CMP0161
SCH025,2026-05-01 00:00:00,6,228,18,714.88,2,0,CMP0162
SCH025,2026-06-01 00:00:00,4,128,16,345.29,1,0,CMP0163
SCH025,2026-07-01 00:00:00,4,248,12,174.1,1,0,CMP0164
SCH026,2021-01-01 00:00:00,3,225,21,169.82,0,0,CMP0165
SCH026,2021-02-01 00:00:00,4,292,8,128.66,1,0,CMP0166
SCH026,2021-03-01 00:00:00,6,342,18,754.79,2,0,CMP0167
SCH026,2021-04-01 00:00:00,10,570,60,1027.88,2,1,CMP0168
SCH026,2021-05-01 00:00:00,5,350,20,355.63,1,0,CMP0169
SCH026,2021-06-01 00:00:00,6,456,12,285.72,1,0,CMP0170
SCH026,2021-07-01 00:00:00,6,330,30,663.39,2,0,CMP0171
SCH026,2021-08-01 00:00:00,4,160,8,335.37,0,0,CMP0172
SCH026,2021-09-01 00:00:00,5,100,25,748.57,2,0,CMP0173
SCH026,2021-10-01 00:00:00,2,116,14,249.99,0,0,CMP0174
SCH026,2021-11-01 00:00:00,2,82,6,228.15,0,0,CMP0175
SCH026,2021-12-01 00:00:00,5,345,25,582.74,2,1,CMP0176
SCH026,2022-01-01 00:00:00,7,196,42,1089.03,1,0,CMP0177
SCH026,2022-02-01 00:00:00,6,318,30,344.52,1,0,CMP0178
SCH026,2022-03-01 00:00:00,3,129,12,376.71,0,0,CMP0179
SCH026,2022-04-01 00:00:00,2,122,14,598.79,0,0,CMP0180
SCH026,2022-05-01 00:00:00,7,406,42,739.69,2,0,CMP0181
SCH026,2022-06-01 00:00:00,5,375,25,453.15,1,0,CMP0182
SCH026,2022-07-01 00:00:00,7,315,21,733.5,1,0,CMP0183
SCH026,2022-08-01 00:00:00,6,120,18,730.14,2,0,CMP0184
SCH026,2022-09-01 00:00:00,6,132,24,246.17,1,0,CMP0185
SCH026,2022-10-01 00:00:00,3,162,9,204.69,1,0,CMP0186
SCH026,2022-11-01 00:00:00,4,116,16,264.86,0,0,CMP0187
SCH026,2022-12-01 00:00:00,5,230,35,1339.53,0,0,CMP0188
SCH026,2023-01-01 00:00:00,7,532,35,1452.25,2,0,CMP0189
SCH026,2023-02-01 00:00:00,7,168,42,459.1,2,0,CMP0190
SCH026,2023-03-01 00:00:00,2,54,10,203.05,0,0,CMP0191
SCH026,2023-04-01 00:00:00,5,170,30,272.36,1,0,CMP0192
SCH026,2023-05-01 00:00:00,3,117,9,146.93,1,0,CMP0193
SCH026,2023-06-01 00:00:00,7,224,42,1012.13,2,0,CMP0194
SCH026,2023-07-01 00:00:00,3,153,15,672.4,1,0,CMP0195
SCH026,2023-08-01 00:00:00,2,136,4,94.24,0,0,CMP0196
SCH026,2023-09-01 00:00:00,2,40,14,154.1,0,0,CMP0197
SCH026,2023-10-01 00:00:00,4,256,20,165.17,1,0,CMP0198
SCH026,2023-11-01 00:00:00,5,160,30,1025.16,1,0,CMP0199
SCH026,2023-12-01 00:00:00,2,64,10,379.23,0,0,CMP0200
SCH026,2024-01-01 00:00:00,8,176,32,1037.59,1,0,CMP0201
SCH026,2024-02-01 00:00:00,7,147,14,483.11,3,1,CMP0202
SCH026,2024-03-01 00:00:00,4,288,28,636.93,1,0,CMP0203
SCH026,2024-04-01 00:00:00,5,395,35,983.63,1,0,CMP0204
SCH026,2024-05-01 00:00:00,2,128,12,377.25,0,0,CMP0205
SCH026,2024-06-01 00:00:00,4,292,24,518.03,1,0,CMP0206
SCH026,2024-07-01 00:00:00,6,432,30,544.63,1,0,CMP0207
SCH026,2024-08-01 00:00:00,8,504,40,550.46,1,0,CMP0208
SCH026,2024-09-01 00:00:00,4,260,12,130.79,1,0,CMP0209
SCH026,2024-10-01 00:00:00,9,234,45,874.33,1,0,CMP0210
SCH026,2024-11-01 00:00:00,5,210,25,927.81,1,0,CMP0211
SCH026,2024-12-01 00:00:00,6,324,36,942.96,2,1,CMP0212
SCH026,2025-01-01 00:00:00,4,176,20,209.64,0,0,CMP0213
SCH026,2025-02-01 00:00:00,4,312,12,97.39,1,0,CMP0214
SCH026,2025-03-01 00:00:00,4,240,12,245.85,0,0,CMP0215
SCH026,2025-04-01 00:00:00,3,72,15,200.53,0,0,CMP0216
SCH026,2025-05-01 00:00:00,6,396,36,492.65,1,0,CMP0217
SCH026,2025-06-01 00:00:00,2,150,12,308.81,0,0,CMP0218
SCH026,2025-07-01 00:00:00,6,216,24,1003.04,1,0,CMP0219
SCH026,2025-08-01 00:00:00,9,612,18,269.73,3,0,CMP0220
SCH026,2025-09-01 00:00:00,6,276,24,824.61,1,0,CMP0221
SCH026,2025-10-01 00:00:00,8,576,56,637.55,2,0,CMP0222
SCH026,2025-11-01 00:00:00,4,112,12,499.62,0,0,CMP0223
SCH026,2025-12-01 00:00:00,6,306,36,1183.71,2,0,CMP0224
SCH026,2026-01-01 00:00:00,8,288,24,773.99,2,0,CMP0225
SCH026,2026-02-01 00:00:00,5,165,15,144.41,1,0,CMP0226
SCH026,2026-03-01 00:00:00,1,56,4,143.88,0,0,CMP0227
SCH026,2026-04-01 00:00:00,4,280,20,208,1,0,CMP0228
SCH026,2026-05-01 00:00:00,5,220,35,1436.37,1,0,CMP0229
SCH026,2026-06-01 00:00:00,7,476,35,1417.98,3,0,CMP0230
SCH026,2026-07-01 00:00:00,7,462,21,615.55,3,1,CMP0231
SCH027,2021-01-01 00:00:00,8,472,16,363.82,2,0,CMP0232
SCH027,2021-02-01 00:00:00,2,94,6,224.29,0,0,CMP0233
SCH027,2021-03-01 00:00:00,4,100,16,474.53,1,0,CMP0234
SCH027,2021-04-01 00:00:00,1,71,3,58.44,0,0,CMP0235
SCH027,2021-05-01 00:00:00,2,154,6,136.85,0,0,CMP0236
SCH027,2021-06-01 00:00:00,4,148,16,520.9,0,0,CMP0237
SCH027,2021-07-01 00:00:00,4,296,20,317.82,1,0,CMP0238
SCH027,2021-08-01 00:00:00,5,250,30,567.11,2,0,CMP0239
SCH027,2021-09-01 00:00:00,3,225,9,207.21,0,0,CMP0240
SCH027,2021-10-01 00:00:00,6,186,24,229.01,2,0,CMP0241
SCH027,2021-11-01 00:00:00,2,140,6,82.81,0,0,CMP0242
SCH027,2021-12-01 00:00:00,3,108,18,582.4,1,0,CMP0243
SCH027,2022-01-01 00:00:00,3,192,6,213.39,1,0,CMP0244
SCH027,2022-02-01 00:00:00,3,213,15,523.11,1,0,CMP0245
SCH027,2022-03-01 00:00:00,7,175,42,1771.03,2,0,CMP0246
SCH027,2022-04-01 00:00:00,1,71,5,125.22,0,0,CMP0247
SCH027,2022-05-01 00:00:00,4,256,20,783.16,1,0,CMP0248
SCH027,2022-06-01 00:00:00,6,228,42,1622.88,1,0,CMP0249
SCH027,2022-07-01 00:00:00,5,350,20,466.57,2,0,CMP0250
SCH027,2022-08-01 00:00:00,9,477,18,524.62,3,1,CMP0251
SCH027,2022-09-01 00:00:00,7,427,42,464.29,2,0,CMP0252
SCH027,2022-10-01 00:00:00,4,304,16,713.49,1,0,CMP0253
SCH027,2022-11-01 00:00:00,3,156,9,134.05,0,0,CMP0254
SCH027,2022-12-01 00:00:00,6,270,24,1012.94,1,0,CMP0255
SCH027,2023-01-01 00:00:00,3,63,18,327.87,0,0,CMP0256
SCH027,2023-02-01 00:00:00,3,237,15,307.61,0,0,CMP0257
SCH027,2023-03-01 00:00:00,5,350,10,134.7,1,0,CMP0258
SCH027,2023-04-01 00:00:00,4,180,28,828.01,1,0,CMP0259
SCH027,2023-05-01 00:00:00,6,282,12,357.26,1,0,CMP0260
SCH027,2023-06-01 00:00:00,5,225,20,891.97,1,0,CMP0261
SCH027,2023-07-01 00:00:00,7,189,49,718.02,1,0,CMP0262
SCH027,2023-08-01 00:00:00,3,135,21,547.05,1,0,CMP0263
SCH027,2023-09-01 00:00:00,4,128,8,171.48,0,0,CMP0264
SCH027,2023-10-01 00:00:00,4,260,24,927.62,1,0,CMP0265
SCH027,2023-11-01 00:00:00,4,216,16,698.9,1,0,CMP0266
SCH027,2023-12-01 00:00:00,4,204,24,1024.94,1,0,CMP0267
SCH027,2024-01-01 00:00:00,5,110,35,336.97,1,0,CMP0268
SCH027,2024-02-01 00:00:00,5,130,10,136.89,1,0,CMP0269
SCH027,2024-03-01 00:00:00,3,132,15,299.43,0,0,CMP0270
SCH027,2024-04-01 00:00:00,4,148,20,438.68,1,0,CMP0271
SCH027,2024-05-01 00:00:00,5,265,25,388.35,0,0,CMP0272
SCH027,2024-06-01 00:00:00,6,138,18,720.4,1,0,CMP0273
SCH027,2024-07-01 00:00:00,5,390,35,484.15,1,0,CMP0274
SCH027,2024-08-01 00:00:00,7,217,14,423.82,2,1,CMP0275
SCH027,2024-09-01 00:00:00,5,155,10,375.65,1,0,CMP0276
SCH027,2024-10-01 00:00:00,6,120,30,796.86,2,0,CMP0277
SCH027,2024-11-01 00:00:00,3,69,21,256.44,1,0,CMP0278
SCH027,2024-12-01 00:00:00,1,75,2,65.13,0,0,CMP0279
SCH027,2025-01-01 00:00:00,3,183,12,110.2,1,0,CMP0280
SCH027,2025-02-01 00:00:00,6,276,30,906.35,2,0,CMP0281
SCH027,2025-03-01 00:00:00,2,46,4,129.78,0,0,CMP0282
SCH027,2025-04-01 00:00:00,7,217,28,366.33,2,0,CMP0283
SCH027,2025-05-01 00:00:00,2,138,4,156.67,0,0,CMP0284
SCH027,2025-06-01 00:00:00,5,140,35,1407.45,1,0,CMP0285
SCH027,2025-07-01 00:00:00,4,260,20,583.25,1,0,CMP0286
SCH027,2025-08-01 00:00:00,1,41,5,163.87,0,0,CMP0287
SCH027,2025-09-01 00:00:00,6,138,24,663.34,2,0,CMP0288
SCH027,2025-10-01 00:00:00,6,456,24,765.11,1,0,CMP0289
SCH027,2025-11-01 00:00:00,1,47,4,66.49,0,0,CMP0290
SCH027,2025-12-01 00:00:00,6,330,18,296.03,2,0,CMP0291
SCH027,2026-01-01 00:00:00,4,256,16,705.18,1,0,CMP0292
SCH027,2026-02-01 00:00:00,4,256,12,189.88,0,0,CMP0293
SCH027,2026-03-01 00:00:00,4,276,20,376.57,0,0,CMP0294
SCH027,2026-04-01 00:00:00,5,375,30,1236.92,1,0,CMP0295
SCH027,2026-05-01 00:00:00,6,126,18,677.21,1,0,CMP0296
SCH027,2026-06-01 00:00:00,4,308,8,240.03,1,0,CMP0297
SCH027,2026-07-01 00:00:00,7,364,35,982.26,1,0,CMP0298
SCH028,2021-01-01 00:00:00,2,118,14,425.51,0,0,CMP0299
SCH028,2021-02-01 00:00:00,6,216,36,771.4,2,0,CMP0300
SCH028,2021-03-01 00:00:00,7,553,28,1049.87,1,0,CMP0001
SCH028,2021-04-01 00:00:00,1,60,2,54.51,0,0,CMP0002
SCH028,2021-05-01 00:00:00,4,312,20,295.17,1,0,CMP0003
SCH028,2021-06-01 00:00:00,4,228,28,756.26,1,0,CMP0004
SCH028,2021-07-01 00:00:00,2,110,14,280.51,0,0,CMP0005
SCH028,2021-08-01 00:00:00,6,390,12,213.73,1,0,CMP0006
SCH028,2021-09-01 00:00:00,4,184,12,503.8,1,0,CMP0007
SCH028,2021-10-01 00:00:00,5,155,35,966.71,2,0,CMP0008
SCH028,2021-11-01 00:00:00,4,80,20,333.38,1,0,CMP0009
SCH028,2021-12-01 00:00:00,10,540,40,899.37,1,0,CMP0010
SCH028,2022-01-01 00:00:00,3,96,18,488.17,1,0,CMP0011
SCH028,2022-02-01 00:00:00,14,518,98,2285.91,6,2,CMP0012
SCH028,2022-03-01 00:00:00,8,416,32,861.59,3,0,CMP0013
SCH028,2022-04-01 00:00:00,3,189,15,311.64,0,0,CMP0014
SCH028,2022-05-01 00:00:00,6,156,30,646.22,1,0,CMP0015
SCH028,2022-06-01 00:00:00,4,164,12,369.77,0,0,CMP0016
SCH028,2022-07-01 00:00:00,9,315,63,1103.34,3,1,CMP0017
SCH028,2022-08-01 00:00:00,4,116,16,495.77,1,0,CMP0018
SCH028,2022-09-01 00:00:00,3,138,18,191.65,1,0,CMP0019
SCH028,2022-10-01 00:00:00,5,290,15,200.2,1,0,CMP0020
SCH028,2022-11-01 00:00:00,1,77,7,86.6,0,0,CMP0021
SCH028,2022-12-01 00:00:00,3,156,6,243.31,1,0,CMP0022
SCH028,2023-01-01 00:00:00,5,210,25,775.47,1,0,CMP0023
SCH028,2023-02-01 00:00:00,7,210,42,1823.63,1,0,CMP0024
SCH028,2023-03-01 00:00:00,5,150,35,518.24,1,0,CMP0025
SCH028,2023-04-01 00:00:00,4,284,28,474.65,0,0,CMP0026
SCH028,2023-05-01 00:00:00,4,92,24,359.87,1,0,CMP0027
SCH028,2023-06-01 00:00:00,3,198,9,315.86,0,0,CMP0028
SCH028,2023-07-01 00:00:00,4,148,12,230.16,1,0,CMP0029
SCH028,2023-08-01 00:00:00,4,284,16,346.46,1,0,CMP0030
SCH028,2023-09-01 00:00:00,11,759,44,1823.97,3,0,CMP0031
SCH028,2023-10-01 00:00:00,3,225,12,216.43,0,0,CMP0032
SCH028,2023-11-01 00:00:00,7,238,21,911.83,2,0,CMP0033
SCH028,2023-12-01 00:00:00,6,162,42,1660.25,2,1,CMP0034
SCH028,2024-01-01 00:00:00,6,324,24,459.28,1,0,CMP0035
SCH028,2024-02-01 00:00:00,6,174,12,236.73,1,0,CMP0036
SCH028,2024-03-01 00:00:00,3,120,18,270.78,1,0,CMP0037
SCH028,2024-04-01 00:00:00,2,94,6,52.33,0,0,CMP0038
SCH028,2024-05-01 00:00:00,4,276,8,69.99,1,0,CMP0039
SCH028,2024-06-01 00:00:00,3,150,12,515,0,0,CMP0040
SCH028,2024-07-01 00:00:00,5,325,10,385.52,2,0,CMP0041
SCH028,2024-08-01 00:00:00,5,295,20,349.45,1,0,CMP0042
SCH028,2024-09-01 00:00:00,1,51,4,174.82,0,0,CMP0043
SCH028,2024-10-01 00:00:00,3,132,18,163.59,0,0,CMP0044
SCH028,2024-11-01 00:00:00,5,145,35,535.54,1,0,CMP0045
SCH028,2024-12-01 00:00:00,5,245,35,611.14,1,0,CMP0046
SCH028,2025-01-01 00:00:00,5,365,35,1023.24,2,0,CMP0047
SCH028,2025-02-01 00:00:00,3,87,12,133.18,1,0,CMP0048
SCH028,2025-03-01 00:00:00,5,255,10,268.44,1,0,CMP0049
SCH028,2025-04-01 00:00:00,7,539,14,515.83,2,0,CMP0050
SCH028,2025-05-01 00:00:00,4,188,20,628.05,1,0,CMP0051
SCH028,2025-06-01 00:00:00,1,66,6,74.69,0,0,CMP0052
SCH028,2025-08-01 00:00:00,4,220,16,494.35,1,0,CMP0053
SCH028,2025-09-01 00:00:00,3,105,21,453.64,0,0,CMP0054
SCH028,2025-10-01 00:00:00,5,190,25,457.14,1,0,CMP0055
SCH028,2025-11-01 00:00:00,5,200,25,917.4,1,0,CMP0056
SCH028,2025-12-01 00:00:00,3,237,12,256.78,1,0,CMP0057
SCH028,2026-01-01 00:00:00,4,116,28,715.19,1,0,CMP0058
SCH028,2026-02-01 00:00:00,3,195,15,463.87,0,0,CMP0059
SCH028,2026-03-01 00:00:00,4,260,20,441.99,1,0,CMP0060
SCH028,2026-04-01 00:00:00,5,320,35,1116.94,1,0,CMP0061
SCH028,2026-05-01 00:00:00,7,329,42,1382.37,2,0,CMP0062
SCH028,2026-06-01 00:00:00,3,153,9,354.52,0,0,CMP0063
SCH028,2026-07-01 00:00:00,7,315,35,291.49,1,0,CMP0064
SCH029,2021-01-01 00:00:00,5,100,25,493.84,1,0,CMP0065
SCH029,2021-02-01 00:00:00,8,256,32,1016.48,2,0,CMP0066
SCH029,2021-03-01 00:00:00,3,78,15,260.04,1,0,CMP0067
SCH029,2021-04-01 00:00:00,4,268,24,683.15,1,0,CMP0068
SCH029,2021-05-01 00:00:00,2,88,8,260.97,0,0,CMP0069
SCH029,2021-06-01 00:00:00,4,272,12,395.02,0,0,CMP0070
SCH029,2021-07-01 00:00:00,8,488,24,432.24,3,1,CMP0071
SCH029,2021-08-01 00:00:00,8,176,32,1384.59,3,1,CMP0072
SCH029,2021-09-01 00:00:00,4,116,12,206.1,1,0,CMP0073
SCH029,2021-10-01 00:00:00,6,378,42,1091.94,2,0,CMP0074
SCH029,2021-11-01 00:00:00,5,100,10,355.57,2,1,CMP0075
SCH029,2021-12-01 00:00:00,3,105,18,344.53,0,0,CMP0076
SCH029,2022-01-01 00:00:00,3,201,12,535.38,0,0,CMP0077
SCH029,2022-02-01 00:00:00,4,252,24,822.29,0,0,CMP0078
SCH029,2022-03-01 00:00:00,8,488,32,1231.66,2,0,CMP0079
SCH029,2022-04-01 00:00:00,4,120,28,421.2,1,0,CMP0080
SCH029,2022-05-01 00:00:00,2,152,6,174.53,0,0,CMP0081
SCH029,2022-06-01 00:00:00,1,79,3,32.39,0,0,CMP0082
SCH029,2022-07-01 00:00:00,3,81,9,266.22,0,0,CMP0083
SCH029,2022-08-01 00:00:00,7,546,14,605.28,1,0,CMP0084
SCH029,2022-09-01 00:00:00,6,210,18,441.85,1,0,CMP0085
SCH029,2022-10-01 00:00:00,2,136,14,578.89,0,0,CMP0086
SCH029,2022-11-01 00:00:00,11,605,22,748.62,2,0,CMP0087
SCH029,2022-12-01 00:00:00,3,135,21,478.1,0,0,CMP0088
SCH029,2023-01-01 00:00:00,7,266,14,311.53,2,0,CMP0089
SCH029,2023-02-01 00:00:00,8,264,56,2350.62,2,0,CMP0090
SCH029,2023-03-01 00:00:00,4,276,20,723,0,0,CMP0091
SCH029,2023-04-01 00:00:00,2,84,8,184.75,0,0,CMP0092
SCH029,2023-05-01 00:00:00,2,82,4,150.76,0,0,CMP0093
SCH029,2023-06-01 00:00:00,5,305,30,409.07,1,0,CMP0094
SCH029,2023-07-01 00:00:00,9,207,27,708.95,2,0,CMP0095
SCH029,2023-08-01 00:00:00,6,438,12,364.44,2,0,CMP0096
