application_id,student_id,school_id,application_date,grade,status
APP002704,STU018398,SCH045,2021-08-28 00:00:00,Grade 10,Under Review
APP002705,STU004051,SCH008,2022-05-05 00:00:00,Grade 9,Applied
APP002706,STU006941,SCH022,2026-01-11 00:00:00,Grade 11,Under Review
APP002707,STU005532,SCH037,2025-01-14 00:00:00,Grade 8,Under Review
APP002708,STU018827,SCH039,2025-07-13 00:00:00,Grade 10,Applied
APP002709,STU004574,SCH020,2024-10-22 00:00:00,Grade 9,Under Review
APP002710,STU007364,SCH078,2021-03-28 00:00:00,Grade 7,Rejected
APP002711,STU007038,SCH084,2025-06-28 00:00:00,Grade 7,Rejected
APP002712,STU012446,SCH038,2022-10-17 00:00:00,Grade 11,Applied
APP002713,STU019551,SCH097,2021-05-14 00:00:00,Grade 9,Applied
APP002714,STU008113,SCH055,2023-12-23 00:00:00,Grade 11,Rejected
APP002715,STU022141,SCH057,2023-06-16 00:00:00,Grade 8,Rejected
APP002716,STU008362,SCH072,2025-06-05 00:00:00,Grade 11,Applied
APP002717,STU013451,SCH026,2026-03-20 00:00:00,Grade 7,Applied
APP002718,STU000296,SCH097,2025-05-08 00:00:00,Grade 10,Accepted
APP002719,STU005371,SCH007,2026-01-15 00:00:00,Grade 9,Accepted
APP002720,STU003237,SCH012,2025-09-06 00:00:00,Grade 6,Under Review
APP002721,STU023630,SCH086,2023-11-29 00:00:00,Grade 8,Under Review
APP002722,STU004767,SCH029,2025-10-25 00:00:00,Grade 9,Applied
APP002723,STU007331,SCH100,2025-02-15 00:00:00,Grade 9,Under Review
APP002724,STU005222,SCH002,2025-12-17 00:00:00,Grade 11,Rejected
APP002725,STU022811,SCH097,2023-05-13 00:00:00,Grade 6,Under Review
APP002726,STU016549,SCH047,2022-04-23 00:00:00,Grade 7,Accepted
APP002727,STU023249,SCH007,2025-11-04 00:00:00,Grade 11,Accepted
APP002728,STU024269,SCH034,2024-09-04 00:00:00,Grade 6,Accepted
APP002729,STU004937,SCH077,2021-04-23 00:00:00,Grade 8,Accepted
APP002730,STU022468,SCH087,2022-04-08 00:00:00,Grade 6,Rejected
APP002731,STU007236,SCH072,2021-05-31 00:00:00,Grade 11,Rejected
APP002732,STU014998,SCH082,2021-11-23 00:00:00,Grade 10,Accepted
APP002733,STU023888,SCH035,2022-06-02 00:00:00,Grade 7,Accepted
APP002734,STU017095,SCH086,2024-01-01 00:00:00,Grade 8,Applied
APP002735,STU021416,SCH047,2024-08-07 00:00:00,Grade 10,Applied
APP002736,STU011706,SCH061,2022-05-01 00:00:00,Grade 10,Accepted
APP002737,STU009041,SCH057,2025-03-10 00:00:00,Grade 8,Applied
APP002738,STU003153,SCH039,2025-02-02 00:00:00,Grade 6,Accepted
APP002739,STU014449,SCH027,2022-10-22 00:00:00,Grade 9,Under Review
APP002740,STU007727,SCH099,2023-09-15 00:00:00,Grade 9,Accepted
APP002741,STU023572,SCH085,2023-04-03 00:00:00,Grade 9,Accepted
APP002742,STU012544,SCH061,2026-04-07 00:00:00,Grade 9,Applied
APP002743,STU009213,SCH055,2023-12-18 00:00:00,Grade 6,Applied
APP002744,STU001467,SCH069,2026-06-23 00:00:00,Grade 6,Accepted
APP002745,STU015744,SCH098,2024-04-09 00:00:00,Grade 9,Applied
APP002746,STU001646,SCH086,2024-08-16 00:00:00,Grade 10,Rejected
APP002747,STU019160,SCH060,2021-05-09 00:00:00,Grade 10,Accepted
APP002748,STU011057,SCH017,2023-01-29 00:00:00,Grade 6,Applied
APP002749,STU019141,SCH009,2022-05-15 00:00:00,Grade 7,Accepted
APP002750,STU004531,SCH078,2024-04-23 00:00:00,Grade 6,Under Review
APP002751,STU007030,SCH092,2025-04-22 00:00:00,Grade 7,Applied
APP002752,STU016209,SCH050,2025-04-02 00:00:00,Grade 10,Accepted
APP002753,STU006897,SCH097,2022-12-12 00:00:00,Grade 8,Applied
APP002754,STU013445,SCH003,2021-10-08 00:00:00,Grade 6,Applied
APP002755,STU015230,SCH089,2022-07-10 00:00:00,Grade 7,Applied
APP002756,STU023074,SCH073,2026-04-25 00:00:00,Grade 9,Applied
APP002757,STU006641,SCH025,2024-01-12 00:00:00,Grade 7,Accepted
APP002758,STU016238,SCH095,2024-10-25 00:00:00,Grade 11,Applied
APP002759,STU008463,SCH031,2022-06-24 00:00:00,Grade 8,Applied
APP002760,STU016660,SCH048,2025-08-22 00:00:00,Grade 6,Applied
APP002761,STU014302,SCH087,2026-06-29 00:00:00,Grade 6,Accepted
APP002762,STU019137,SCH055,2022-10-10 00:00:00,Grade 7,Rejected
APP002763,STU005336,SCH062,2022-01-30 00:00:00,Grade 6,Rejected
APP002764,STU002686,SCH010,2023-01-31 00:00:00,Grade 9,Rejected
APP002765,STU005983,SCH035,2023-12-08 00:00:00,Grade 11,Applied
APP002766,STU005153,SCH034,2021-11-05 00:00:00,Grade 8,Applied
APP002767,STU015753,SCH001,2025-12-09 00:00:00,Grade 8,Applied
APP002768,STU008644,SCH070,2022-12-28 00:00:00,Grade 8,Under Review
APP002769,STU013583,SCH072,2023-05-09 00:00:00,Grade 7,Applied
APP002770,STU010889,SCH024,2023-01-26 00:00:00,Grade 7,Accepted
APP002771,STU017475,SCH013,2024-08-02 00:00:00,Grade 11,Applied
APP002772,STU007223,SCH007,2022-03-01 00:00:00,Grade 11,Under Review
APP002773,STU018137,SCH077,2023-07-16 00:00:00,Grade 6,Accepted
APP002774,STU011421,SCH008,2025-11-02 00:00:00,Grade 7,Under Review
APP002775,STU003166,SCH083,2023-08-27 00:00:00,Grade 10,Rejected
APP002776,STU010363,SCH087,2021-10-21 00:00:00,Grade 6,Rejected
APP002777,STU024634,SCH024,2023-10-29 00:00:00,Grade 11,Rejected
APP002778,STU012222,SCH029,2026-07-24 00:00:00,Grade 8,Under Review
APP002779,STU022057,SCH015,2022-05-09 00:00:00,Grade 10,Accepted
APP002780,STU014602,SCH015,2025-09-13 00:00:00,Grade 8,Applied
APP002781,STU022997,SCH050,2023-01-15 00:00:00,Grade 10,Under Review
APP002782,STU013626,SCH095,2023-04-02 00:00:00,Grade 8,Rejected
APP002783,STU009809,SCH035,2022-09-10 00:00:00,Grade 6,Accepted
APP002784,STU014523,SCH087,2025-12-24 00:00:00,Grade 9,Applied
APP002785,STU024770,SCH006,2023-03-21 00:00:00,Grade 8,Applied
APP002786,STU019845,SCH016,2024-07-10 00:00:00,Grade 7,Rejected
APP002787,STU017325,SCH049,2022-12-07 00:00:00,Grade 6,Rejected
APP002788,STU018581,SCH012,2022-07-26 00:00:00,Grade 9,Accepted
APP002789,STU010397,SCH034,2024-08-26 00:00:00,Grade 10,Applied
APP002790,STU012746,SCH040,2025-10-09 00:00:00,Grade 7,Rejected
APP002791,STU008976,SCH027,2025-07-19 00:00:00,Grade 7,Applied
APP002792,STU007096,SCH042,2024-04-25 00:00:00,Grade 8,Accepted
APP002793,STU007205,SCH082,2024-03-04 00:00:00,Grade 7,Accepted
APP002794,STU009135,SCH083,2023-05-17 00:00:00,Grade 6,Rejected
APP002795,STU003857,SCH010,2021-10-08 00:00:00,Grade 10,Applied
APP002796,STU010224,SCH018,2022-09-19 00:00:00,Grade 6,Applied
APP002797,STU013287,SCH020,2025-11-28 00:00:00,Grade 7,Accepted
APP002798,STU010111,SCH002,2022-07-13 00:00:00,Grade 9,Rejected
APP002799,STU022024,SCH080,2025-03-01 00:00:00,Grade 10,Accepted
APP002800,STU011650,SCH095,2022-12-16 00:00:00,Grade 6,Accepted
APP002801,STU019179,SCH028,2026-01-03 00:00:00,Grade 6,Accepted
APP002802,STU015492,SCH022,2021-08-14 00:00:00,Grade 10,Accepted
APP002803,STU016388,SCH003,2025-06-08 00:00:00,Grade 11,Under Review
APP002804,STU007530,SCH010,2024-04-12 00:00:00,Grade 9,Accepted
APP002805,STU009778,SCH084,2026-06-17 00:00:00,Grade 10,Accepted
APP002806,STU020729,SCH094,2024-07-18 00:00:00,Grade 8,Accepted
APP002807,STU014856,SCH023,2025-08-05 00:00:00,Grade 7,Rejected
APP002808,STU024572,SCH033,2024-03-31 00:00:00,Grade 7,Under Review
APP002809,STU023719,SCH087,2021-03-22 00:00:00,Grade 10,Applied
APP002810,STU013513,SCH089,2022-02-02 00:00:00,Grade 9,Accepted
APP002811,STU003999,SCH051,2024-08-22 00:00:00,Grade 10,Applied
APP002812,STU008512,SCH095,2022-11-25 00:00:00,Grade 10,Rejected
APP002813,STU022973,SCH077,2026-01-25 00:00:00,Grade 7,Applied
APP002814,STU000424,SCH017,2022-03-25 00:00:00,Grade 10,Accepted
APP002815,STU005159,SCH062,2023-03-11 00:00:00,Grade 8,Applied
APP002816,STU017319,SCH057,2024-10-05 00:00:00,Grade 9,Applied
APP002817,STU003160,SCH093,2024-12-15 00:00:00,Grade 8,Rejected
APP002818,STU008113,SCH022,2023-02-11 00:00:00,Grade 8,Accepted
APP002819,STU019753,SCH089,2025-03-14 00:00:00,Grade 7,Accepted
APP002820,STU010508,SCH065,2026-08-06 00:00:00,Grade 7,Accepted
APP002821,STU000507,SCH031,2025-02-28 00:00:00,Grade 6,Applied
APP002822,STU021592,SCH059,2026-03-29 00:00:00,Grade 6,Under Review
APP002823,STU006934,SCH039,2026-03-09 00:00:00,Grade 10,Under Review
APP002824,STU021722,SCH020,2021-04-29 00:00:00,Grade 8,Accepted
APP002825,STU001856,SCH056,2023-06-26 00:00:00,Grade 6,Accepted
APP002826,STU001763,SCH036,2024-12-19 00:00:00,Grade 10,Applied
APP002827,STU003132,SCH091,2023-09-03 00:00:00,Grade 7,Accepted
APP002828,STU024631,SCH025,2024-12-17 00:00:00,Grade 10,Under Review
APP002829,STU001356,SCH016,2025-11-07 00:00:00,Grade 6,Under Review
APP002830,STU017445,SCH020,2026-07-17 00:00:00,Grade 7,Accepted
APP002831,STU011124,SCH100,2022-08-11 00:00:00,Grade 10,Accepted
APP002832,STU008883,SCH097,2025-06-10 00:00:00,Grade 7,Applied
APP002833,STU011323,SCH059,2025-07-18 00:00:00,Grade 11,Applied
APP002834,STU003414,SCH001,2022-07-07 00:00:00,Grade 7,Accepted
APP002835,STU015811,SCH060,2021-10-23 00:00:00,Grade 8,Under Review
APP002836,STU009703,SCH039,2022-08-01 00:00:00,Grade 8,Applied
APP002837,STU023035,SCH005,2021-02-27 00:00:00,Grade 6,Accepted
APP002838,STU012151,SCH036,2021-11-16 00:00:00,Grade 10,Applied
APP002839,STU011016,SCH073,2021-01-13 00:00:00,Grade 7,Applied
APP002840,STU010595,SCH002,2021-05-27 00:00:00,Grade 7,Applied
APP002841,STU020283,SCH059,2025-06-27 00:00:00,Grade 11,Applied
APP002842,STU004902,SCH018,2025-06-05 00:00:00,Grade 8,Rejected
APP002843,STU020478,SCH023,2025-08-30 00:00:00,Grade 7,Under Review
APP002844,STU002970,SCH043,2021-11-10 00:00:00,Grade 8,Applied
APP002845,STU017165,SCH038,2023-04-22 00:00:00,Grade 11,Accepted
APP002846,STU005382,SCH082,2026-04-22 00:00:00,Grade 6,Under Review
APP002847,STU022844,SCH064,2022-06-22 00:00:00,Grade 11,Accepted
APP002848,STU000993,SCH066,2023-07-28 00:00:00,Grade 6,Under Review
APP002849,STU005749,SCH004,2025-10-02 00:00:00,Grade 11,Accepted
APP002850,STU013114,SCH031,2023-06-08 00:00:00,Grade 6,Applied
APP002851,STU006939,SCH076,2024-08-05 00:00:00,Grade 7,Accepted
APP002852,STU015771,SCH082,2024-04-24 00:00:00,Grade 11,Accepted
APP002853,STU022182,SCH041,2023-03-14 00:00:00,Grade 6,Applied
APP002854,STU020577,SCH074,2025-05-12 00:00:00,Grade 8,Under Review
APP002855,STU023634,SCH082,2025-10-01 00:00:00,Grade 6,Applied
APP002856,STU002250,SCH094,2023-02-16 00:00:00,Grade 9,Applied
APP002857,STU005585,SCH028,2026-05-29 00:00:00,Grade 10,Accepted
APP002858,STU013800,SCH014,2021-06-23 00:00:00,Grade 8,Accepted
APP002859,STU009531,SCH020,2023-06-01 00:00:00,Grade 8,Applied
APP002860,STU003106,SCH025,2025-12-07 00:00:00,Grade 6,Accepted
APP002861,STU012086,SCH081,2021-06-03 00:00:00,Grade 10,Applied
APP002862,STU005812,SCH052,2025-01-08 00:00:00,Grade 7,Accepted
APP002863,STU020591,SCH037,2023-03-08 00:00:00,Grade 7,Applied
APP002864,STU011400,SCH056,2021-01-27 00:00:00,Grade 11,Under Review
APP002865,STU000822,SCH071,2022-11-25 00:00:00,Grade 6,Applied
APP002866,STU006102,SCH003,2025-01-29 00:00:00,Grade 8,Accepted
APP002867,STU007042,SCH016,2023-05-19 00:00:00,Grade 8,Applied
APP002868,STU007274,SCH092,2021-04-25 00:00:00,Grade 6,Rejected
APP002869,STU006508,SCH049,2022-07-09 00:00:00,Grade 10,Under Review
APP002870,STU001348,SCH078,2026-07-29 00:00:00,Grade 10,Accepted
APP002871,STU006506,SCH018,2024-08-21 00:00:00,Grade 9,Applied
APP002872,STU023443,SCH072,2025-03-04 00:00:00,Grade 7,Applied
APP002873,STU005288,SCH078,2026-03-16 00:00:00,Grade 8,Accepted
APP002874,STU005715,SCH053,2024-02-08 00:00:00,Grade 7,Under Review
APP002875,STU016284,SCH007,2022-07-23 00:00:00,Grade 10,Accepted
APP002876,STU014460,SCH029,2025-08-10 00:00:00,Grade 9,Rejected
APP002877,STU000294,SCH047,2021-05-09 00:00:00,Grade 10,Rejected
APP002878,STU001560,SCH012,2022-05-11 00:00:00,Grade 9,Accepted
APP002879,STU022418,SCH035,2023-11-06 00:00:00,Grade 9,Applied
APP002880,STU000227,SCH034,2026-06-13 00:00:00,Grade 10,Applied
APP002881,STU012504,SCH048,2023-10-25 00:00:00,Grade 8,Accepted
APP002882,STU012051,SCH019,2021-02-23 00:00:00,Grade 7,Accepted
APP002883,STU015712,SCH030,2022-11-28 00:00:00,Grade 9,Applied
APP002884,STU023566,SCH093,2021-10-13 00:00:00,Grade 8,Applied
APP002885,STU024092,SCH019,2024-02-22 00:00:00,Grade 9,Accepted
APP002886,STU004514,SCH049,2025-11-25 00:00:00,Grade 7,Accepted
APP002887,STU009360,SCH037,2021-02-25 00:00:00,Grade 10,Rejected
APP002888,STU002901,SCH066,2026-07-06 00:00:00,Grade 11,Accepted
APP002889,STU007801,SCH093,2026-06-23 00:00:00,Grade 11,Applied
APP002890,STU018210,SCH011,2021-08-06 00:00:00,Grade 7,Accepted
APP002891,STU011170,SCH012,2023-10-11 00:00:00,Grade 7,Rejected
APP002892,STU016832,SCH052,2022-05-20 00:00:00,Grade 7,Accepted
APP002893,STU010782,SCH091,2023-04-09 00:00:00,Grade 8,Accepted
APP002894,STU024790,SCH040,2023-08-14 00:00:00,Grade 11,Applied
APP002895,STU020331,SCH024,2025-11-28 00:00:00,Grade 10,Applied
APP002896,STU022544,SCH097,2024-01-24 00:00:00,Grade 9,Under Review
APP002897,STU003020,SCH078,2023-01-17 00:00:00,Grade 9,Under Review
APP002898,STU021308,SCH010,2023-12-20 00:00:00,Grade 9,Applied
APP002899,STU015131,SCH018,2024-11-27 00:00:00,Grade 6,Applied
APP002900,STU021969,SCH090,2026-08-11 00:00:00,Grade 10,Accepted
APP002901,STU010193,SCH092,2022-07-29 00:00:00,Grade 7,Accepted
APP002902,STU003461,SCH047,2022-09-27 00:00:00,Grade 7,Rejected
APP002903,STU010657,SCH075,2025-01-09 00:00:00,Grade 11,Under Review
APP002904,STU006860,SCH018,2021-10-23 00:00:00,Grade 11,Rejected
APP002905,STU024528,SCH030,2025-05-21 00:00:00,Grade 9,Accepted
APP002906,STU015072,SCH092,2022-12-13 00:00:00,Grade 11,Applied
APP002907,STU009960,SCH020,2025-07-23 00:00:00,Grade 11,Applied
APP002908,STU023642,SCH041,2026-08-08 00:00:00,Grade 8,Accepted
APP002909,STU016748,SCH089,2023-06-08 00:00:00,Grade 9,Under Review
APP002910,STU016750,SCH019,2022-11-12 00:00:00,Grade 9,Under Review
APP002911,STU003198,SCH093,2022-07-28 00:00:00,Grade 7,Applied
APP002912,STU004314,SCH071,2022-10-19 00:00:00,Grade 7,Applied
APP002913,STU009140,SCH023,2022-07-27 00:00:00,Grade 11,Rejected
APP002914,STU021197,SCH034,2025-08-15 00:00:00,Grade 11,Applied
APP002915,STU007275,SCH019,2025-01-12 00:00:00,Grade 9,Applied
APP002916,STU000519,SCH005,2022-08-22 00:00:00,Grade 9,Applied
APP002917,STU011568,SCH006,2021-10-08 00:00:00,Grade 11,Accepted
APP002918,STU014358,SCH031,2023-10-12 00:00:00,Grade 7,Rejected
APP002919,STU013936,SCH018,2025-12-15 00:00:00,Grade 6,Under Review
APP002920,STU012470,SCH056,2024-12-15 00:00:00,Grade 6,Applied
APP002921,STU021503,SCH038,2026-05-14 00:00:00,Grade 8,Accepted
APP002922,STU020202,SCH081,2025-01-26 00:00:00,Grade 11,Applied
APP002923,STU016545,SCH026,2021-10-25 00:00:00,Grade 6,Accepted
APP002924,STU018613,SCH038,2021-10-14 00:00:00,Grade 9,Accepted
APP002925,STU004020,SCH085,2026-07-10 00:00:00,Grade 6,Accepted
APP002926,STU017760,SCH016,2023-04-18 00:00:00,Grade 9,Applied
APP002927,STU010861,SCH036,2025-09-20 00:00:00,Grade 8,Rejected
APP002928,STU013836,SCH016,2021-12-29 00:00:00,Grade 7,Applied
APP002929,STU000242,SCH066,2024-06-03 00:00:00,Grade 8,Under Review
APP002930,STU006594,SCH013,2025-03-10 00:00:00,Grade 10,Applied
APP002931,STU023842,SCH073,2025-10-15 00:00:00,Grade 11,Applied
APP002932,STU010365,SCH038,2023-10-21 00:00:00,Grade 6,Applied
APP002933,STU010234,SCH020,2021-02-23 00:00:00,Grade 8,Accepted
APP002934,STU002869,SCH056,2025-03-14 00:00:00,Grade 7,Applied
APP002935,STU010470,SCH047,2026-02-01 00:00:00,Grade 11,Under Review
APP002936,STU001604,SCH089,2021-02-05 00:00:00,Grade 7,Under Review
APP002937,STU000554,SCH025,2021-09-04 00:00:00,Grade 8,Under Review
APP002938,STU016416,SCH064,2025-04-22 00:00:00,Grade 10,Rejected
APP002939,STU002402,SCH077,2023-01-06 00:00:00,Grade 8,Accepted
APP002940,STU022183,SCH055,2024-06-26 00:00:00,Grade 11,Applied
APP002941,STU005186,SCH054,2022-12-29 00:00:00,Grade 7,Accepted
APP002942,STU020648,SCH050,2024-06-18 00:00:00,Grade 9,Under Review
APP002943,STU007454,SCH032,2023-04-24 00:00:00,Grade 6,Applied
APP002944,STU008208,SCH091,2024-11-21 00:00:00,Grade 10,Accepted
APP002945,STU016762,SCH078,2023-04-15 00:00:00,Grade 9,Applied
APP002946,STU005289,SCH092,2026-07-13 00:00:00,Grade 9,Under Review
APP002947,STU019177,SCH021,2022-09-08 00:00:00,Grade 10,Accepted
APP002948,STU009126,SCH048,2021-07-07 00:00:00,Grade 6,Applied
APP002949,STU004518,SCH005,2023-07-31 00:00:00,Grade 9,Applied
APP002950,STU002605,SCH081,2023-04-03 00:00:00,Grade 6,Applied
APP002951,STU021244,SCH089,2024-07-22 00:00:00,Grade 11,Under Review
APP002952,STU023668,SCH001,2023-06-22 00:00:00,Grade 7,Accepted
APP002953,STU012525,SCH034,2021-04-12 00:00:00,Grade 9,Applied
APP002954,STU008935,SCH082,2025-01-11 00:00:00,Grade 11,Accepted
APP002955,STU016472,SCH073,2025-08-11 00:00:00,Grade 9,Rejected
APP002956,STU014531,SCH094,2024-09-19 00:00:00,Grade 10,Under Review
APP002957,STU022655,SCH013,2021-09-17 00:00:00,Grade 11,Accepted
APP002958,STU000104,SCH055,2026-06-08 00:00:00,Grade 6,Applied
APP002959,STU014192,SCH038,2024-04-11 00:00:00,Grade 10,Rejected
APP002960,STU014871,SCH026,2023-11-30 00:00:00,Grade 8,Under Review
APP002961,STU015519,SCH051,2026-02-19 00:00:00,Grade 8,Accepted
APP002962,STU023515,SCH005,2021-10-08 00:00:00,Grade 7,Applied
APP002963,STU017029,SCH091,2022-12-28 00:00:00,Grade 9,Applied
APP002964,STU024856,SCH074,2025-07-13 00:00:00,Grade 6,Under Review
APP002965,STU015670,SCH019,2023-02-08 00:00:00,Grade 7,Under Review
APP002966,STU022463,SCH026,2026-05-29 00:00:00,Grade 6,Applied
APP002967,STU008077,SCH009,2026-03-19 00:00:00,Grade 9,Accepted
APP002968,STU008193,SCH099,2024-02-22 00:00:00,Grade 10,Accepted
APP002969,STU012724,SCH067,2022-08-31 00:00:00,Grade 6,Accepted
APP002970,STU003688,SCH012,2026-07-04 00:00:00,Grade 10,Applied
APP002971,STU009669,SCH002,2022-03-26 00:00:00,Grade 7,Accepted
APP002972,STU020423,SCH039,2025-03-23 00:00:00,Grade 11,Accepted
APP002973,STU024600,SCH030,2025-01-03 00:00:00,Grade 11,Rejected
APP002974,STU014737,SCH013,2022-06-02 00:00:00,Grade 6,Under Review
APP002975,STU023609,SCH002,2021-04-05 00:00:00,Grade 10,Accepted
APP002976,STU010717,SCH090,2023-12-27 00:00:00,Grade 11,Applied
APP002977,STU012177,SCH057,2022-12-31 00:00:00,Grade 9,Applied
APP002978,STU001316,SCH082,2021-03-28 00:00:00,Grade 9,Applied
APP002979,STU007711,SCH090,2022-08-24 00:00:00,Grade 7,Accepted
APP002980,STU013978,SCH039,2022-05-13 00:00:00,Grade 11,Rejected
APP002981,STU012056,SCH017,2021-04-04 00:00:00,Grade 6,Under Review
APP002982,STU002932,SCH053,2025-07-29 00:00:00,Grade 8,Applied
APP002983,STU010807,SCH033,2021-04-09 00:00:00,Grade 8,Accepted
APP002984,STU023269,SCH100,2021-04-06 00:00:00,Grade 9,Rejected
APP002985,STU011198,SCH085,2021-04-23 00:00:00,Grade 7,Applied
APP002986,STU004972,SCH005,2026-04-18 00:00:00,Grade 7,Applied
APP002987,STU013526,SCH098,2021-06-25 00:00:00,Grade 6,Under Review
APP002988,STU002816,SCH042,2024-05-30 00:00:00,Grade 11,Accepted
APP002989,STU006282,SCH035,2024-08-13 00:00:00,Grade 8,Applied
APP002990,STU009355,SCH049,2025-03-03 00:00:00,Grade 8,Accepted
APP002991,STU023472,SCH085,2024-09-09 00:00:00,Grade 9,Accepted
APP002992,STU012316,SCH076,2024-07-24 00:00:00,Grade 11,Accepted
APP002993,STU011480,SCH050,2024-07-08 00:00:00,Grade 8,Applied
APP002994,STU004984,SCH026,2022-07-14 00:00:00,Grade 6,Accepted
APP002995,STU008997,SCH012,2026-01-14 00:00:00,Grade 8,Applied
APP002996,STU005834,SCH003,2022-03-24 00:00:00,Grade 7,Applied
APP002997,STU000203,SCH060,2023-02-15 00:00:00,Grade 10,Under Review
APP002998,STU020299,SCH030,2024-05-13 00:00:00,Grade 11,Under Review
APP002999,STU024031,SCH066,2023-08-20 00:00:00,Grade 6,Applied
APP003000,STU009011,SCH090,2024-10-20 00:00:00,Grade 6,Accepted
APP003001,STU022162,SCH049,2021-05-23 00:00:00,Grade 10,Under Review
APP003002,STU000133,SCH014,2024-10-21 00:00:00,Grade 11,Accepted
APP003003,STU008771,SCH076,2025-11-14 00:00:00,Grade 9,Accepted
APP003004,STU014249,SCH014,2024-11-09 00:00:00,Grade 11,Accepted
APP003005,STU006370,SCH066,2021-06-15 00:00:00,Grade 10,Applied
APP003006,STU009546,SCH070,2026-02-02 00:00:00,Grade 6,Applied
APP003007,STU004032,SCH091,2023-06-20 00:00:00,Grade 10,Accepted
APP003008,STU016734,SCH032,2023-10-09 00:00:00,Grade 11,Applied
APP003009,STU003721,SCH005,2022-07-07 00:00:00,Grade 6,Under Review
APP003010,STU014695,SCH036,2026-02-06 00:00:00,Grade 9,Under Review
APP003011,STU017434,SCH041,2026-01-28 00:00:00,Grade 9,Rejected
APP003012,STU000200,SCH003,2022-08-08 00:00:00,Grade 6,Accepted
APP003013,STU015027,SCH077,2023-09-12 00:00:00,Grade 6,Applied
APP003014,STU004903,SCH099,2022-12-12 00:00:00,Grade 10,Applied
APP003015,STU018032,SCH019,2025-11-01 00:00:00,Grade 8,Applied
APP003016,STU024817,SCH003,2023-12-15 00:00:00,Grade 7,Applied
APP003017,STU000688,SCH097,2023-04-17 00:00:00,Grade 7,Accepted
APP003018,STU003399,SCH067,2023-02-04 00:00:00,Grade 11,Rejected
APP003019,STU010594,SCH086,2022-12-05 00:00:00,Grade 7,Under Review
APP003020,STU019163,SCH054,2023-01-25 00:00:00,Grade 7,Applied
APP003021,STU003181,SCH028,2023-10-29 00:00:00,Grade 6,Accepted
APP003022,STU008025,SCH063,2023-01-11 00:00:00,Grade 8,Rejected
APP003023,STU016614,SCH024,2022-08-14 00:00:00,Grade 11,Accepted
APP003024,STU019091,SCH086,2023-12-29 00:00:00,Grade 9,Applied
APP003025,STU004925,SCH010,2022-03-14 00:00:00,Grade 6,Accepted
APP003026,STU023515,SCH059,2021-04-29 00:00:00,Grade 10,Applied
APP003027,STU020824,SCH051,2022-08-13 00:00:00,Grade 11,Rejected
APP003028,STU014193,SCH062,2021-06-16 00:00:00,Grade 8,Accepted
APP003029,STU010838,SCH013,2021-12-29 00:00:00,Grade 7,Accepted
APP003030,STU017909,SCH063,2025-07-29 00:00:00,Grade 7,Applied
APP003031,STU002701,SCH023,2021-01-24 00:00:00,Grade 10,Applied
APP003032,STU013438,SCH070,2024-10-07 00:00:00,Grade 9,Under Review
APP003033,STU009699,SCH030,2025-01-25 00:00:00,Grade 6,Accepted
APP003034,STU009126,SCH058,2024-05-22 00:00:00,Grade 11,Accepted
APP003035,STU019185,SCH067,2021-09-24 00:00:00,Grade 11,Accepted
APP003036,STU006887,SCH069,2022-10-23 00:00:00,Grade 6,Applied
APP003037,STU022368,SCH064,2023-10-25 00:00:00,Grade 9,Under Review
APP003038,STU019823,SCH029,2024-10-19 00:00:00,Grade 10,Accepted
APP003039,STU011897,SCH085,2021-04-05 00:00:00,Grade 8,Applied
APP003040,STU000988,SCH094,2021-11-08 00:00:00,Grade 11,Rejected
APP003041,STU000298,SCH090,2024-03-29 00:00:00,Grade 7,Rejected
APP003042,STU010942,SCH049,2026-07-29 00:00:00,Grade 9,Applied
APP003043,STU019623,SCH027,2022-12-03 00:00:00,Grade 9,Accepted
APP003044,STU024048,SCH006,2021-09-23 00:00:00,Grade 8,Under Review
APP003045,STU009249,SCH021,2025-03-05 00:00:00,Grade 9,Applied
APP003046,STU001896,SCH012,2023-07-20 00:00:00,Grade 10,Rejected
APP003047,STU000745,SCH067,2021-10-30 00:00:00,Grade 7,Rejected
APP003048,STU017387,SCH034,2025-12-16 00:00:00,Grade 8,Under Review
APP003049,STU017426,SCH016,2025-05-19 00:00:00,Grade 10,Accepted
APP003050,STU024043,SCH049,2024-10-13 00:00:00,Grade 6,Rejected
APP003051,STU004237,SCH046,2021-07-05 00:00:00,Grade 7,Under Review
APP003052,STU004979,SCH089,2025-09-24 00:00:00,Grade 9,Under Review
APP003053,STU009941,SCH076,2025-12-03 00:00:00,Grade 11,Applied
APP003054,STU008022,SCH081,2025-04-18 00:00:00,Grade 6,Applied
APP003055,STU023215,SCH033,2024-07-03 00:00:00,Grade 9,Accepted
APP003056,STU022281,SCH082,2021-06-01 00:00:00,Grade 6,Under Review
APP003057,STU023810,SCH082,2023-09-09 00:00:00,Grade 6,Applied
APP003058,STU006657,SCH043,2021-10-21 00:00:00,Grade 6,Applied
APP003059,STU013372,SCH061,2025-01-22 00:00:00,Grade 6,Applied
APP003060,STU024037,SCH043,2023-04-14 00:00:00,Grade 8,Applied
APP003061,STU011689,SCH040,2023-02-16 00:00:00,Grade 8,Accepted
APP003062,STU021142,SCH071,2024-04-21 00:00:00,Grade 6,Applied
APP003063,STU022280,SCH083,2025-08-21 00:00:00,Grade 9,Applied
APP003064,STU016658,SCH084,2024-11-20 00:00:00,Grade 11,Applied
