enrollment_id,student_id,school_id,enrolled_at,status,fee_amount
ENR001170,STU005621,SCH015,2024-02-05 00:00:00,Withdrawn,104946
ENR001171,STU003252,SCH022,2022-02-21 00:00:00,Enrolled,125539
ENR001172,STU005593,SCH047,2026-06-13 00:00:00,Enrolled,179608
ENR001173,STU000576,SCH033,2023-09-10 00:00:00,Enrolled,241871
ENR001174,STU024781,SCH006,2024-11-23 00:00:00,Enrolled,208957
ENR001175,STU020871,SCH082,2024-10-08 00:00:00,Enrolled,245214
ENR001176,STU008714,SCH047,2022-12-02 00:00:00,Enrolled,193654
ENR001177,STU010457,SCH014,2021-11-12 00:00:00,Enrolled,134962
ENR001178,STU022776,SCH045,2021-05-24 00:00:00,Enrolled,214356
ENR001179,STU020394,SCH009,2024-09-17 00:00:00,Enrolled,154139
ENR001180,STU007503,SCH002,2023-04-20 00:00:00,Enrolled,248039
ENR001181,STU021013,SCH041,2022-02-04 00:00:00,Enrolled,45693
ENR001182,STU016426,SCH083,2024-06-05 00:00:00,Enrolled,221345
ENR001183,STU017470,SCH079,2023-10-31 00:00:00,Enrolled,125049
ENR001184,STU005931,SCH086,2024-11-09 00:00:00,Enrolled,105543
ENR001185,STU007420,SCH095,2023-11-05 00:00:00,Enrolled,175597
ENR001186,STU012880,SCH024,2024-05-12 00:00:00,Enrolled,106020
ENR001187,STU010671,SCH048,2025-09-20 00:00:00,Enrolled,89903
ENR001188,STU007640,SCH006,2023-02-02 00:00:00,Enrolled,249521
ENR001189,STU023515,SCH009,2025-04-19 00:00:00,Enrolled,201661
ENR001190,STU017445,SCH020,2026-08-20 00:00:00,Enrolled,47370
ENR001191,STU018391,SCH041,2021-10-30 00:00:00,Withdrawn,120418
ENR001192,STU021389,SCH074,2023-07-27 00:00:00,Enrolled,154546
ENR001193,STU024805,SCH036,2025-10-23 00:00:00,Enrolled,47929
ENR001194,STU017663,SCH077,2022-09-11 00:00:00,Enrolled,141114
ENR001195,STU016521,SCH085,2025-03-21 00:00:00,Withdrawn,118672
ENR001196,STU000133,SCH014,2024-12-13 00:00:00,Enrolled,184878
ENR001197,STU015492,SCH022,2021-08-22 00:00:00,Enrolled,248305
ENR001198,STU022023,SCH064,2025-04-30 00:00:00,Enrolled,52811
ENR001199,STU014954,SCH008,2025-01-21 00:00:00,Enrolled,170563
ENR001200,STU016979,SCH069,2023-05-09 00:00:00,Enrolled,228050
ENR001201,STU015255,SCH034,2021-06-26 00:00:00,Enrolled,129798
ENR001202,STU014744,SCH095,2023-01-08 00:00:00,Enrolled,116415
ENR001203,STU002084,SCH033,2023-09-21 00:00:00,Enrolled,49742
ENR001204,STU011099,SCH091,2025-07-17 00:00:00,Enrolled,233053
ENR001205,STU021067,SCH014,2024-09-16 00:00:00,Withdrawn,242480
ENR001206,STU002183,SCH093,2026-01-24 00:00:00,Enrolled,99607
ENR001207,STU007876,SCH076,2021-12-04 00:00:00,Enrolled,58906
ENR001208,STU008065,SCH015,2025-01-30 00:00:00,Enrolled,199091
ENR001209,STU023574,SCH010,2023-08-13 00:00:00,Enrolled,192459
ENR001210,STU016345,SCH017,2024-04-07 00:00:00,Enrolled,178210
ENR001211,STU021486,SCH003,2025-07-28 00:00:00,Enrolled,113031
ENR001212,STU020936,SCH007,2023-08-07 00:00:00,Enrolled,219075
ENR001213,STU014419,SCH072,2025-10-09 00:00:00,Enrolled,117286
ENR001214,STU018235,SCH009,2022-12-01 00:00:00,Enrolled,172903
ENR001215,STU023189,SCH033,2025-01-15 00:00:00,Enrolled,234773
ENR001216,STU015172,SCH030,2024-03-05 00:00:00,Enrolled,142042
ENR001217,STU023302,SCH100,2025-09-01 00:00:00,Enrolled,188930
ENR001218,STU014786,SCH057,2021-06-27 00:00:00,Withdrawn,62630
ENR001219,STU013526,SCH023,2026-02-22 00:00:00,Enrolled,82585
ENR001220,STU020585,SCH050,2021-06-11 00:00:00,Enrolled,129754
ENR001221,STU014538,SCH015,2026-02-02 00:00:00,Enrolled,45408
ENR001222,STU013696,SCH032,2023-07-26 00:00:00,Enrolled,59134
ENR001223,STU007992,SCH099,2024-06-22 00:00:00,Enrolled,159397
ENR001224,STU007364,SCH017,2022-05-12 00:00:00,Enrolled,77340
ENR001225,STU016089,SCH076,2022-04-15 00:00:00,Enrolled,118447
ENR001226,STU005749,SCH052,2022-07-08 00:00:00,Enrolled,159124
ENR001227,STU008133,SCH089,2021-04-23 00:00:00,Enrolled,202460
ENR001228,STU021969,SCH090,2026-09-06 00:00:00,Enrolled,247612
ENR001229,STU000910,SCH034,2022-10-31 00:00:00,Enrolled,52905
ENR001230,STU019636,SCH011,2022-10-19 00:00:00,Enrolled,110546
ENR001231,STU002499,SCH048,2022-05-14 00:00:00,Enrolled,165025
ENR001232,STU007762,SCH014,2025-09-24 00:00:00,Enrolled,219861
ENR001233,STU024810,SCH061,2022-09-21 00:00:00,Enrolled,93866
ENR001234,STU008500,SCH028,2022-11-21 00:00:00,Enrolled,132404
ENR001235,STU002130,SCH043,2024-03-09 00:00:00,Enrolled,80476
ENR001236,STU024291,SCH049,2022-04-16 00:00:00,Enrolled,184333
ENR001237,STU003847,SCH075,2023-11-11 00:00:00,Enrolled,127120
ENR001238,STU018053,SCH057,2021-03-24 00:00:00,Enrolled,147296
ENR001239,STU007361,SCH010,2023-06-19 00:00:00,Enrolled,165852
ENR001240,STU002136,SCH069,2021-08-17 00:00:00,Enrolled,71418
ENR001241,STU007295,SCH077,2022-05-08 00:00:00,Enrolled,170297
ENR001242,STU021569,SCH005,2024-05-03 00:00:00,Enrolled,56223
ENR001243,STU023757,SCH001,2022-02-26 00:00:00,Enrolled,107065
ENR001244,STU008734,SCH091,2021-08-10 00:00:00,Enrolled,218767
ENR001245,STU019656,SCH069,2021-10-06 00:00:00,Enrolled,210212
ENR001246,STU020295,SCH044,2023-09-15 00:00:00,Enrolled,114571
ENR001247,STU010739,SCH082,2022-07-14 00:00:00,Enrolled,245725
ENR001248,STU009762,SCH007,2024-09-14 00:00:00,Enrolled,232771
ENR001249,STU016141,SCH008,2022-07-12 00:00:00,Enrolled,187378
ENR001250,STU008161,SCH076,2023-11-01 00:00:00,Enrolled,147617
ENR001251,STU009146,SCH089,2021-07-25 00:00:00,Enrolled,123596
ENR001252,STU013022,SCH085,2022-05-30 00:00:00,Enrolled,87881
ENR001253,STU006939,SCH076,2024-08-16 00:00:00,Enrolled,213509
ENR001254,STU013373,SCH091,2023-03-19 00:00:00,Enrolled,52993
ENR001255,STU012389,SCH005,2022-11-25 00:00:00,Enrolled,65153
ENR001256,STU016988,SCH024,2026-04-19 00:00:00,Enrolled,137084
ENR001257,STU003186,SCH078,2023-07-31 00:00:00,Enrolled,160005
ENR001258,STU022500,SCH061,2023-11-16 00:00:00,Enrolled,110104
ENR001259,STU010913,SCH054,2021-08-04 00:00:00,Enrolled,193187
ENR001260,STU009443,SCH019,2023-07-23 00:00:00,Enrolled,104797
ENR001261,STU002781,SCH055,2022-11-26 00:00:00,Enrolled,118087
ENR001262,STU008711,SCH026,2026-02-07 00:00:00,Enrolled,221777
ENR001263,STU018470,SCH060,2025-03-28 00:00:00,Withdrawn,73528
ENR001264,STU022080,SCH013,2023-01-16 00:00:00,Enrolled,134596
ENR001265,STU004001,SCH089,2021-03-09 00:00:00,Enrolled,78644
ENR001266,STU018666,SCH095,2024-10-02 00:00:00,Enrolled,197537
ENR001267,STU015912,SCH078,2022-11-04 00:00:00,Withdrawn,62010
ENR001268,STU011706,SCH034,2022-04-13 00:00:00,Enrolled,142897
ENR001269,STU001758,SCH087,2021-09-27 00:00:00,Enrolled,85352
ENR001270,STU016546,SCH040,2022-01-06 00:00:00,Enrolled,177131
ENR001271,STU010030,SCH023,2023-09-15 00:00:00,Enrolled,139603
ENR001272,STU009911,SCH037,2023-10-07 00:00:00,Enrolled,80232
ENR001273,STU013139,SCH044,2023-10-18 00:00:00,Enrolled,122695
ENR001274,STU007995,SCH097,2023-04-15 00:00:00,Enrolled,191339
ENR001275,STU000869,SCH042,2025-12-12 00:00:00,Enrolled,238966
ENR001276,STU024591,SCH016,2022-12-11 00:00:00,Enrolled,106332
ENR001277,STU011942,SCH036,2024-04-16 00:00:00,Enrolled,61610
ENR001278,STU006739,SCH047,2024-08-28 00:00:00,Enrolled,222602
ENR001279,STU018503,SCH062,2024-03-31 00:00:00,Enrolled,77088
ENR001280,STU022168,SCH048,2026-07-15 00:00:00,Enrolled,84843
ENR001281,STU023763,SCH057,2023-07-29 00:00:00,Enrolled,195042
ENR001282,STU010039,SCH044,2023-07-04 00:00:00,Enrolled,108317
ENR001283,STU023110,SCH045,2025-08-30 00:00:00,Withdrawn,243302
ENR001284,STU017719,SCH067,2023-07-21 00:00:00,Enrolled,124651
ENR001285,STU013738,SCH042,2024-10-14 00:00:00,Enrolled,186464
ENR001286,STU010996,SCH061,2021-05-07 00:00:00,Withdrawn,122594
ENR001287,STU008625,SCH044,2025-07-12 00:00:00,Enrolled,127282
ENR001288,STU001554,SCH098,2024-11-29 00:00:00,Enrolled,153655
ENR001289,STU015552,SCH027,2022-05-30 00:00:00,Withdrawn,161062
ENR001290,STU013720,SCH042,2022-01-20 00:00:00,Enrolled,51123
ENR001291,STU007906,SCH067,2021-02-06 00:00:00,Enrolled,226653
ENR001292,STU023826,SCH098,2023-05-21 00:00:00,Enrolled,247550
ENR001293,STU000415,SCH011,2026-10-09 00:00:00,Enrolled,75123
ENR001294,STU016168,SCH038,2021-10-15 00:00:00,Enrolled,207337
ENR001295,STU009630,SCH003,2026-04-08 00:00:00,Enrolled,87898
ENR001296,STU016946,SCH034,2024-10-28 00:00:00,Enrolled,211386
ENR001297,STU018152,SCH033,2023-08-27 00:00:00,Enrolled,127067
ENR001298,STU011621,SCH024,2025-10-25 00:00:00,Enrolled,162150
ENR001299,STU006631,SCH059,2023-07-12 00:00:00,Enrolled,109449
ENR001300,STU012196,SCH035,2023-12-10 00:00:00,Enrolled,112075
ENR001301,STU017853,SCH056,2021-11-10 00:00:00,Enrolled,192544
ENR001302,STU019318,SCH092,2021-07-22 00:00:00,Enrolled,59132
ENR001303,STU019668,SCH061,2023-08-08 00:00:00,Enrolled,223839
ENR001304,STU023922,SCH054,2023-05-25 00:00:00,Enrolled,247126
ENR001305,STU019277,SCH050,2022-09-13 00:00:00,Withdrawn,120399
ENR001306,STU008450,SCH082,2024-11-24 00:00:00,Enrolled,132982
ENR001307,STU010901,SCH027,2025-01-10 00:00:00,Withdrawn,218962
ENR001308,STU000688,SCH097,2023-05-28 00:00:00,Enrolled,174287
ENR001309,STU015487,SCH025,2026-01-24 00:00:00,Enrolled,90924
ENR001310,STU007671,SCH088,2024-01-06 00:00:00,Enrolled,62708
ENR001311,STU017133,SCH038,2024-05-19 00:00:00,Enrolled,47149
ENR001312,STU012768,SCH054,2023-06-04 00:00:00,Enrolled,110550
ENR001313,STU021951,SCH076,2025-02-18 00:00:00,Enrolled,56357
ENR001314,STU010826,SCH036,2024-08-27 00:00:00,Enrolled,208936
ENR001315,STU007348,SCH006,2026-08-09 00:00:00,Enrolled,90504
ENR001316,STU012813,SCH003,2026-04-21 00:00:00,Enrolled,96923
ENR001317,STU017745,SCH066,2022-01-24 00:00:00,Enrolled,245327
ENR001318,STU016529,SCH075,2023-05-07 00:00:00,Enrolled,210115
ENR001319,STU019649,SCH034,2025-03-21 00:00:00,Withdrawn,55975
ENR001320,STU017025,SCH012,2026-05-13 00:00:00,Enrolled,67323
ENR001321,STU020944,SCH092,2022-08-27 00:00:00,Enrolled,67721
ENR001322,STU006303,SCH017,2025-10-30 00:00:00,Enrolled,96630
ENR001323,STU016105,SCH068,2023-11-03 00:00:00,Enrolled,156738
ENR001324,STU010026,SCH084,2025-12-20 00:00:00,Enrolled,156303
ENR001325,STU000519,SCH087,2021-10-28 00:00:00,Enrolled,145589
ENR001326,STU007162,SCH073,2025-10-07 00:00:00,Enrolled,162141
ENR001327,STU003442,SCH042,2026-05-09 00:00:00,Enrolled,183220
ENR001328,STU004528,SCH080,2021-09-15 00:00:00,Enrolled,53830
ENR001329,STU018215,SCH097,2022-08-15 00:00:00,Enrolled,114187
ENR001330,STU011831,SCH097,2024-11-04 00:00:00,Enrolled,185867
ENR001331,STU013049,SCH060,2023-08-15 00:00:00,Enrolled,228213
ENR001332,STU005964,SCH009,2024-10-22 00:00:00,Withdrawn,223758
ENR001333,STU002895,SCH002,2023-06-20 00:00:00,Enrolled,144363
ENR001334,STU021257,SCH038,2022-11-26 00:00:00,Enrolled,108606
ENR001335,STU007993,SCH004,2026-06-14 00:00:00,Enrolled,125984
ENR001336,STU017542,SCH019,2021-08-12 00:00:00,Enrolled,154178
ENR001337,STU004523,SCH037,2021-08-10 00:00:00,Enrolled,193996
ENR001338,STU020805,SCH089,2025-12-01 00:00:00,Enrolled,66113
ENR001339,STU012582,SCH018,2024-11-21 00:00:00,Enrolled,113517
ENR001340,STU002676,SCH071,2025-06-05 00:00:00,Enrolled,67654
ENR001341,STU010419,SCH037,2022-04-29 00:00:00,Enrolled,148513
ENR001342,STU008467,SCH038,2025-05-27 00:00:00,Enrolled,228072
ENR001343,STU020132,SCH054,2022-07-21 00:00:00,Enrolled,85799
ENR001344,STU020878,SCH088,2022-06-28 00:00:00,Withdrawn,131096
ENR001345,STU016773,SCH099,2026-03-07 00:00:00,Enrolled,156645
ENR001346,STU006530,SCH074,2025-05-30 00:00:00,Withdrawn,53889
ENR001347,STU001793,SCH034,2024-12-27 00:00:00,Enrolled,212368
ENR001348,STU000297,SCH021,2021-09-22 00:00:00,Enrolled,110816
ENR001349,STU010883,SCH095,2024-02-26 00:00:00,Withdrawn,238547
ENR001350,STU011562,SCH053,2022-10-01 00:00:00,Enrolled,213938
ENR001351,STU013100,SCH060,2024-05-30 00:00:00,Enrolled,242697
ENR001352,STU023603,SCH090,2021-12-15 00:00:00,Enrolled,118853
ENR001353,STU007872,SCH050,2023-01-30 00:00:00,Enrolled,120263
ENR001354,STU020293,SCH094,2022-03-08 00:00:00,Enrolled,229916
ENR001355,STU002493,SCH075,2025-01-11 00:00:00,Enrolled,232331
ENR001356,STU010397,SCH004,2025-01-10 00:00:00,Enrolled,167590
ENR001357,STU010928,SCH066,2022-04-06 00:00:00,Enrolled,241259
ENR001358,STU014781,SCH090,2025-07-08 00:00:00,Enrolled,89116
ENR001359,STU014795,SCH056,2024-10-14 00:00:00,Enrolled,89193
ENR001360,STU018682,SCH076,2021-08-29 00:00:00,Withdrawn,119447
ENR001361,STU003565,SCH032,2024-08-09 00:00:00,Enrolled,218642
ENR001362,STU022793,SCH030,2023-10-26 00:00:00,Enrolled,215767
ENR001363,STU022979,SCH016,2023-06-05 00:00:00,Enrolled,153157
ENR001364,STU021417,SCH095,2023-04-04 00:00:00,Enrolled,215657
ENR001365,STU013844,SCH065,2026-04-20 00:00:00,Enrolled,245559
ENR001366,STU011189,SCH088,2022-03-22 00:00:00,Enrolled,140347
ENR001367,STU013826,SCH001,2025-01-14 00:00:00,Enrolled,209107
ENR001368,STU019928,SCH015,2026-08-17 00:00:00,Enrolled,194296
ENR001369,STU017426,SCH045,2021-12-24 00:00:00,Enrolled,212167
ENR001370,STU017292,SCH014,2024-12-03 00:00:00,Enrolled,161222
ENR001371,STU018773,SCH036,2022-09-12 00:00:00,Enrolled,235877
ENR001372,STU020342,SCH005,2023-04-16 00:00:00,Enrolled,182958
ENR001373,STU001919,SCH079,2023-07-31 00:00:00,Enrolled,205380
ENR001374,STU004559,SCH092,2023-10-24 00:00:00,Enrolled,231699
ENR001375,STU008587,SCH082,2026-07-06 00:00:00,Enrolled,241988
ENR001376,STU015734,SCH088,2024-04-30 00:00:00,Enrolled,86418
ENR001377,STU006258,SCH078,2025-05-01 00:00:00,Enrolled,73812
ENR001378,STU012434,SCH060,2024-10-17 00:00:00,Enrolled,204783
ENR001379,STU013483,SCH057,2023-11-04 00:00:00,Enrolled,127929
ENR001380,STU020729,SCH066,2024-11-10 00:00:00,Enrolled,123420
ENR001381,STU024246,SCH036,2023-05-30 00:00:00,Enrolled,215752
ENR001382,STU003272,SCH041,2023-12-28 00:00:00,Enrolled,59960
ENR001383,STU018019,SCH023,2021-02-16 00:00:00,Enrolled,232347
ENR001384,STU014606,SCH066,2024-02-09 00:00:00,Enrolled,98403
ENR001385,STU006737,SCH014,2025-10-09 00:00:00,Enrolled,225594
ENR001386,STU005706,SCH059,2022-12-25 00:00:00,Withdrawn,57791
ENR001387,STU021298,SCH079,2024-12-13 00:00:00,Enrolled,147865
ENR001388,STU015944,SCH050,2022-10-15 00:00:00,Enrolled,113744
ENR001389,STU009795,SCH069,2021-03-26 00:00:00,Enrolled,130315
ENR001390,STU008569,SCH038,2026-07-04 00:00:00,Enrolled,235384
ENR001391,STU014439,SCH026,2023-08-23 00:00:00,Enrolled,57528
ENR001392,STU012809,SCH010,2023-10-31 00:00:00,Enrolled,237722
ENR001393,STU008773,SCH086,2021-08-09 00:00:00,Enrolled,212856
ENR001394,STU012815,SCH070,2026-03-01 00:00:00,Enrolled,116093
ENR001395,STU010145,SCH024,2021-04-11 00:00:00,Enrolled,76495
ENR001396,STU005090,SCH047,2022-01-21 00:00:00,Enrolled,87158
ENR001397,STU017407,SCH010,2026-08-03 00:00:00,Enrolled,245269
ENR001398,STU002555,SCH095,2026-09-11 00:00:00,Enrolled,150339
ENR001399,STU016575,SCH022,2024-03-12 00:00:00,Enrolled,211697
ENR001400,STU013429,SCH003,2025-09-10 00:00:00,Enrolled,194636
ENR001401,STU012776,SCH031,2026-01-23 00:00:00,Enrolled,119222
ENR001402,STU008888,SCH047,2026-01-09 00:00:00,Withdrawn,66372
ENR001403,STU023975,SCH098,2024-08-15 00:00:00,Enrolled,179332
ENR001404,STU009049,SCH063,2025-08-18 00:00:00,Enrolled,86434
ENR001405,STU016152,SCH063,2021-06-29 00:00:00,Enrolled,116746
ENR001406,STU017279,SCH076,2023-06-24 00:00:00,Enrolled,231015
ENR001407,STU024255,SCH062,2023-09-13 00:00:00,Enrolled,106780
ENR001408,STU010048,SCH033,2026-03-08 00:00:00,Withdrawn,124805
ENR001409,STU001260,SCH024,2022-03-28 00:00:00,Enrolled,134959
ENR001410,STU019018,SCH023,2025-01-12 00:00:00,Enrolled,142558
ENR001411,STU000374,SCH012,2024-03-08 00:00:00,Enrolled,46041
ENR001412,STU008730,SCH054,2023-02-25 00:00:00,Enrolled,170824
ENR001413,STU001372,SCH054,2024-03-24 00:00:00,Enrolled,101951
ENR001414,STU001188,SCH055,2021-04-23 00:00:00,Withdrawn,110467
ENR001415,STU016886,SCH082,2023-03-19 00:00:00,Enrolled,227353
ENR001416,STU023228,SCH098,2023-08-31 00:00:00,Enrolled,116644
ENR001417,STU003327,SCH062,2024-07-18 00:00:00,Enrolled,227977
ENR001418,STU000323,SCH071,2026-07-26 00:00:00,Enrolled,98376
ENR001419,STU000549,SCH029,2022-03-18 00:00:00,Enrolled,171709
ENR001420,STU004398,SCH028,2022-08-07 00:00:00,Enrolled,124885
ENR001421,STU010698,SCH018,2022-10-23 00:00:00,Enrolled,62225
ENR001422,STU019755,SCH034,2025-06-11 00:00:00,Enrolled,203610
ENR001423,STU007989,SCH035,2025-06-18 00:00:00,Enrolled,188581
ENR001424,STU012906,SCH068,2023-07-06 00:00:00,Enrolled,134564
ENR001425,STU006280,SCH077,2025-11-07 00:00:00,Enrolled,57898
ENR001426,STU002901,SCH066,2026-07-24 00:00:00,Enrolled,248303
ENR001427,STU017390,SCH087,2022-03-07 00:00:00,Enrolled,59757
ENR001428,STU009793,SCH016,2022-08-03 00:00:00,Enrolled,227327
ENR001429,STU024888,SCH003,2023-02-24 00:00:00,Enrolled,73018
ENR001430,STU007272,SCH099,2023-06-02 00:00:00,Enrolled,199059
ENR001431,STU020703,SCH021,2021-03-13 00:00:00,Withdrawn,244753
ENR001432,STU002374,SCH001,2025-04-06 00:00:00,Enrolled,226976
ENR001433,STU013638,SCH095,2024-11-10 00:00:00,Withdrawn,99029
ENR001434,STU023662,SCH066,2026-11-03 00:00:00,Enrolled,239971
ENR001435,STU017218,SCH087,2025-04-26 00:00:00,Enrolled,191009
ENR001436,STU019290,SCH076,2022-04-15 00:00:00,Enrolled,245289
ENR001437,STU021777,SCH065,2024-01-23 00:00:00,Enrolled,186397
ENR001438,STU021150,SCH041,2021-04-05 00:00:00,Enrolled,148182
ENR001439,STU010640,SCH091,2022-03-10 00:00:00,Enrolled,161164
ENR001440,STU020278,SCH025,2022-01-02 00:00:00,Enrolled,208696
ENR001441,STU016240,SCH074,2021-07-04 00:00:00,Enrolled,143793
ENR001442,STU009967,SCH076,2026-03-25 00:00:00,Enrolled,153842
ENR001443,STU014471,SCH094,2021-07-16 00:00:00,Enrolled,247613
ENR001444,STU016480,SCH007,2026-04-04 00:00:00,Enrolled,240444
ENR001445,STU000296,SCH097,2025-06-13 00:00:00,Enrolled,102876
ENR001446,STU007698,SCH015,2026-02-21 00:00:00,Enrolled,75460
ENR001447,STU010914,SCH090,2023-08-25 00:00:00,Enrolled,61456
ENR001448,STU005009,SCH038,2023-08-04 00:00:00,Enrolled,175873
ENR001449,STU017189,SCH033,2022-09-06 00:00:00,Enrolled,193297
ENR001450,STU018333,SCH078,2026-06-26 00:00:00,Enrolled,64872
ENR001451,STU015898,SCH044,2026-05-09 00:00:00,Enrolled,99782
ENR001452,STU007509,SCH051,2025-10-04 00:00:00,Enrolled,64596
ENR001453,STU022644,SCH052,2025-07-21 00:00:00,Enrolled,199676
ENR001454,STU011703,SCH054,2026-04-12 00:00:00,Enrolled,100434
ENR001455,STU005462,SCH054,2021-12-15 00:00:00,Enrolled,87701
ENR001456,STU007861,SCH005,2025-11-17 00:00:00,Enrolled,62714
ENR001457,STU023532,SCH032,2023-12-02 00:00:00,Enrolled,220716
ENR001458,STU007898,SCH088,2023-07-27 00:00:00,Enrolled,56510
ENR001459,STU009570,SCH010,2025-07-25 00:00:00,Enrolled,101423
ENR001460,STU012510,SCH009,2024-12-20 00:00:00,Enrolled,95167
ENR001461,STU019372,SCH002,2025-02-14 00:00:00,Enrolled,177909
ENR001462,STU014171,SCH094,2025-02-13 00:00:00,Enrolled,59557
ENR001463,STU022326,SCH074,2022-10-05 00:00:00,Enrolled,89827
ENR001464,STU013645,SCH076,2026-06-28 00:00:00,Enrolled,135389
ENR001465,STU012655,SCH020,2025-03-12 00:00:00,Enrolled,248480
ENR001466,STU001125,SCH039,2025-11-17 00:00:00,Withdrawn,49968
ENR001467,STU009265,SCH090,2024-04-13 00:00:00,Enrolled,71377
ENR001468,STU011968,SCH037,2021-08-21 00:00:00,Enrolled,111855
ENR001469,STU024669,SCH026,2026-07-21 00:00:00,Enrolled,74277
ENR001470,STU015681,SCH052,2021-03-08 00:00:00,Enrolled,182082
ENR001471,STU010347,SCH078,2022-05-30 00:00:00,Enrolled,217649
ENR001472,STU022555,SCH058,2022-05-22 00:00:00,Enrolled,148486
ENR001473,STU024877,SCH053,2021-10-05 00:00:00,Enrolled,127230
ENR001474,STU016686,SCH036,2025-11-09 00:00:00,Enrolled,198508
ENR001475,STU011235,SCH084,2022-05-21 00:00:00,Enrolled,230336
ENR001476,STU017456,SCH016,2023-11-19 00:00:00,Enrolled,80222
ENR001477,STU024611,SCH004,2021-04-21 00:00:00,Enrolled,231488
ENR001478,STU020179,SCH021,2023-02-01 00:00:00,Enrolled,77171
ENR001479,STU020393,SCH004,2022-05-02 00:00:00,Enrolled,229351
ENR001480,STU000004,SCH077,2021-08-21 00:00:00,Enrolled,45859
ENR001481,STU015622,SCH010,2025-05-10 00:00:00,Enrolled,221534
ENR001482,STU011064,SCH090,2026-08-06 00:00:00,Enrolled,189995
ENR001483,STU011713,SCH057,2025-03-12 00:00:00,Enrolled,218652
ENR001484,STU016946,SCH055,2025-04-23 00:00:00,Enrolled,154048
ENR001485,STU008062,SCH090,2023-04-09 00:00:00,Enrolled,224850
ENR001486,STU024780,SCH066,2021-09-05 00:00:00,Enrolled,73288
ENR001487,STU020709,SCH068,2023-01-24 00:00:00,Enrolled,232454
ENR001488,STU008493,SCH100,2023-11-05 00:00:00,Enrolled,122215
ENR001489,STU001755,SCH036,2026-09-09 00:00:00,Enrolled,63262
ENR001490,STU020356,SCH037,2025-12-05 00:00:00,Enrolled,205631
ENR001491,STU011894,SCH029,2026-09-30 00:00:00,Enrolled,56475
ENR001492,STU007746,SCH037,2023-07-29 00:00:00,Enrolled,242234
ENR001493,STU000689,SCH020,2021-08-22 00:00:00,Enrolled,172600
ENR001494,STU014613,SCH067,2022-05-17 00:00:00,Enrolled,109449
ENR001495,STU017054,SCH023,2021-09-26 00:00:00,Enrolled,244185
ENR001496,STU024241,SCH044,2023-08-05 00:00:00,Enrolled,61946
ENR001497,STU013118,SCH049,2022-09-11 00:00:00,Withdrawn,198342
ENR001498,STU007765,SCH051,2022-06-17 00:00:00,Enrolled,178908
ENR001499,STU000264,SCH092,2024-08-28 00:00:00,Enrolled,126720
ENR001500,STU009066,SCH080,2024-11-28 00:00:00,Enrolled,105376
ENR001501,STU019194,SCH017,2024-04-02 00:00:00,Enrolled,55849
ENR001502,STU010124,SCH007,2022-12-25 00:00:00,Enrolled,61729
ENR001503,STU001830,SCH084,2026-07-14 00:00:00,Enrolled,96289
ENR001504,STU019160,SCH060,2021-05-12 00:00:00,Enrolled,118646
ENR001505,STU018047,SCH081,2024-12-06 00:00:00,Enrolled,58604
ENR001506,STU001348,SCH078,2026-08-28 00:00:00,Enrolled,82029
ENR001507,STU023146,SCH006,2021-07-31 00:00:00,Withdrawn,105766
ENR001508,STU024637,SCH019,2022-07-01 00:00:00,Enrolled,172213
ENR001509,STU006866,SCH062,2023-04-28 00:00:00,Enrolled,235120
ENR001510,STU023233,SCH005,2022-02-26 00:00:00,Enrolled,103694
ENR001511,STU013697,SCH075,2025-01-09 00:00:00,Enrolled,184315
ENR001512,STU007127,SCH036,2025-12-19 00:00:00,Enrolled,206817
ENR001513,STU016047,SCH055,2025-06-13 00:00:00,Enrolled,138704
ENR001514,STU018471,SCH069,2022-07-06 00:00:00,Enrolled,236548
ENR001515,STU021695,SCH033,2025-06-10 00:00:00,Enrolled,147599
ENR001516,STU019914,SCH036,2024-06-25 00:00:00,Enrolled,87511
ENR001517,STU009844,SCH078,2026-01-24 00:00:00,Enrolled,242784
ENR001518,STU008208,SCH091,2024-12-28 00:00:00,Withdrawn,118491
ENR001519,STU008783,SCH011,2024-08-17 00:00:00,Enrolled,148321
ENR001520,STU001683,SCH077,2022-07-13 00:00:00,Withdrawn,144596
ENR001521,STU007409,SCH036,2026-04-03 00:00:00,Enrolled,148832
ENR001522,STU020896,SCH015,2025-08-02 00:00:00,Enrolled,48790
ENR001523,STU016560,SCH091,2021-06-30 00:00:00,Enrolled,190472
ENR001524,STU006114,SCH084,2024-03-21 00:00:00,Enrolled,84496
ENR001525,STU011835,SCH023,2022-12-06 00:00:00,Enrolled,189692
ENR001526,STU014269,SCH062,2022-09-25 00:00:00,Withdrawn,161463
ENR001527,STU020089,SCH030,2025-02-15 00:00:00,Enrolled,161565
ENR001528,STU015988,SCH086,2023-03-20 00:00:00,Enrolled,211332
ENR001529,STU004812,SCH025,2024-03-30 00:00:00,Enrolled,189912
ENR001530,STU017331,SCH077,2025-03-28 00:00:00,Enrolled,68944
ENR001531,STU023179,SCH096,2021-10-02 00:00:00,Enrolled,109129
ENR001532,STU019896,SCH005,2025-04-19 00:00:00,Enrolled,116859
ENR001533,STU009103,SCH084,2023-11-04 00:00:00,Withdrawn,249659
ENR001534,STU001848,SCH085,2022-11-03 00:00:00,Enrolled,242527
ENR001535,STU022845,SCH083,2021-09-03 00:00:00,Enrolled,48856
